"","mod_name","beta","std","t.value","p.value","Lower_95CI","Upper_95CI","dependent","factor","p.corrected","Sig"
"23","thk.APARC.precn~KSADS.MDD.p",0.027219080399497,0.0459209400563707,0.592737874400741,0.553686585130371,-0.0630534138603659,0.11749157465936,"thk.APARC.precn","KSADS.MDD.p",0.962877722394504,FALSE
"24","thk.APARC.pc~KSADS.MDD.p",0.0544458329483364,0.0462792454519387,1.17646328103769,0.24009911097401,-0.0365310267214024,0.145422692618075,"thk.APARC.pc","KSADS.MDD.p",0.847101884106057,FALSE
"25","thk.APARC.rracate~KSADS.MDD.p",0.043126670373624,0.0425589348834105,1.01333998352564,0.311501303829713,-0.0405367128291673,0.126790053576415,"thk.APARC.rracate","KSADS.MDD.p",0.855212670514303,FALSE
"26","thk.APARC.rrmdfr~KSADS.MDD.p",0.0528102005791034,0.0447432524486201,1.18029418267585,0.238574281586769,-0.035147166906785,0.140767568064992,"thk.APARC.rrmdfr","KSADS.MDD.p",0.847101884106057,FALSE
"27","thk.APARC.sufr~KSADS.MDD.p",0.105795857468003,0.0470409151978823,2.24901783953314,0.0250467302047494,0.013321688995696,0.19827002594031,"thk.APARC.sufr","KSADS.MDD.p",0.659801890207115,TRUE
"28","thk.APARC.supl~KSADS.MDD.p",0.0621903900268122,0.0447220834612522,1.39059688667445,0.165109443802677,-0.0257253629518751,0.1501061430055,"thk.APARC.supl","KSADS.MDD.p",0.826083805523602,FALSE
"29","thk.APARC.sutm~KSADS.MDD.p",0.0313522433137036,0.0457672018021176,0.685037364732509,0.493711246822846,-0.0586180285687962,0.121322515196203,"thk.APARC.sutm","KSADS.MDD.p",0.962877722394504,FALSE
"30","thk.APARC.sm~KSADS.MDD.p",-0.0259399029870524,0.0386475920095171,-0.671190665143243,0.502480751345317,-0.101914273798145,0.0500344678240399,"thk.APARC.sm","KSADS.MDD.p",0.962877722394504,FALSE
"31","thk.APARC.frpole~KSADS.MDD.p",-0.000640118801831852,0.0441357210470109,-0.0145034177905473,0.988435476745117,-0.0874031863692707,0.086122948765607,"thk.APARC.frpole","KSADS.MDD.p",0.997240895788361,FALSE
"32","thk.APARC.tmpole~KSADS.MDD.p",0.0191589729142649,0.0457795565181893,0.41850499155999,0.67579922647149,-0.0708355861678064,0.109153531996336,"thk.APARC.tmpole","KSADS.MDD.p",0.962877722394504,FALSE
"33","thk.APARC.trvtm~KSADS.MDD.p",0.0458062371469008,0.0449553522230923,1.01892733304782,0.308844245692912,-0.0425680812038884,0.13418055549769,"thk.APARC.trvtm","KSADS.MDD.p",0.855212670514303,FALSE
"34","thk.APARC.insula~KSADS.MDD.p",-0.0253280755714689,0.0454024556845442,-0.557856952660183,0.577249533055589,-0.114581320717048,0.0639251695741102,"thk.APARC.insula","KSADS.MDD.p",0.962877722394504,FALSE
"35","sulc.APARC.bankssts~KSADS.MDD.p",-0.00680771505533669,0.0439834287535408,-0.154779089494896,0.877072391399452,-0.0932714027500808,0.0796559726394074,"sulc.APARC.bankssts","KSADS.MDD.p",0.973066709457605,FALSE
"36","sulc.APARC.cdacate~KSADS.MDD.p",0.00189219237167071,0.037588348576721,0.0503398644345489,0.959876312805074,-0.0719998920883692,0.0757842768317106,"sulc.APARC.cdacate","KSADS.MDD.p",0.987041140111296,FALSE
"37","sulc.APARC.cdmdfr~KSADS.MDD.p",0.0829242765209888,0.0403291849805332,2.05618528023852,0.0404033967441707,0.00364418958916531,0.162204363452812,"sulc.APARC.cdmdfr","KSADS.MDD.p",0.973066709457605,TRUE
"38","sulc.APARC.cuneus~KSADS.MDD.p",0.0320813493274487,0.0467405734290461,0.686370469462668,0.492871314677421,-0.0598024000338821,0.123965098688779,"sulc.APARC.cuneus","KSADS.MDD.p",0.973066709457605,FALSE
"39","sulc.APARC.ehinal~KSADS.MDD.p",0.0472321033122253,0.0460215821193443,1.02630333719823,0.305359691852674,-0.0432382355483999,0.13770244217285,"sulc.APARC.ehinal","KSADS.MDD.p",0.973066709457605,FALSE
"40","sulc.APARC.fusiform~KSADS.MDD.p",-0.0490870889767257,0.0458783116049982,-1.06994105187118,0.285281514188652,-0.139275783196191,0.0411016052427393,"sulc.APARC.fusiform","KSADS.MDD.p",0.973066709457605,FALSE
"41","sulc.APARC.ifpl~KSADS.MDD.p",0.0737811464607861,0.0426556279160117,1.7296931276234,0.0844451317456698,-0.01007231824338,0.157634611164952,"sulc.APARC.ifpl","KSADS.MDD.p",0.973066709457605,FALSE
"42","sulc.APARC.iftm~KSADS.MDD.p",0.0257286851947407,0.0470457724002563,0.546886231898714,0.584757343499312,-0.0667550316834325,0.118212402072914,"sulc.APARC.iftm","KSADS.MDD.p",0.973066709457605,FALSE
"43","sulc.APARC.ihcate~KSADS.MDD.p",-0.0775707612876229,0.0437594909688366,-1.77266141744805,0.0770346030009571,-0.163594226670727,0.00845270409548152,"sulc.APARC.ihcate","KSADS.MDD.p",0.973066709457605,FALSE
"44","sulc.APARC.locc~KSADS.MDD.p",0.0329565361992318,0.0449487359107171,0.733202737106874,0.463857914361662,-0.055404775644718,0.121317848043182,"sulc.APARC.locc","KSADS.MDD.p",0.973066709457605,FALSE
"45","sulc.APARC.lobfr~KSADS.MDD.p",0.0183733448833114,0.0470518595140819,0.390491365762335,0.696378042046131,-0.0741223381903971,0.11086902795702,"sulc.APARC.lobfr","KSADS.MDD.p",0.973066709457605,FALSE
"46","sulc.APARC.lingual~KSADS.MDD.p",-0.00490241977741726,0.0471957597903708,-0.103874157322444,0.917320506984483,-0.0976809854935399,0.0878761459387053,"sulc.APARC.lingual","KSADS.MDD.p",0.973066709457605,FALSE
"47","sulc.APARC.mobfr~KSADS.MDD.p",-0.0296805262095591,0.0403585482554323,-0.73542105681574,0.462507716574376,-0.109018336177138,0.0496572837580196,"sulc.APARC.mobfr","KSADS.MDD.p",0.973066709457605,FALSE
"48","sulc.APARC.mdtm~KSADS.MDD.p",-0.00590617127297794,0.0456453681278154,-0.129392565231144,0.897111107443114,-0.0956369395727853,0.0838245970268294,"sulc.APARC.mdtm","KSADS.MDD.p",0.973066709457605,FALSE
"49","sulc.APARC.parahpal~KSADS.MDD.p",0.0590379977695868,0.048312592185395,1.22200020944921,0.222416548730211,-0.035936064071948,0.154012059611122,"sulc.APARC.parahpal","KSADS.MDD.p",0.973066709457605,FALSE
"50","sulc.APARC.paracn~KSADS.MDD.p",0.0394519764973302,0.0436455310998034,0.903917892695957,0.366574961492004,-0.0463474638198562,0.125251416814516,"sulc.APARC.paracn","KSADS.MDD.p",0.973066709457605,FALSE
"51","sulc.APARC.parsopc~KSADS.MDD.p",-0.043978481869903,0.0444091897695672,-0.990301379018644,0.322616650653592,-0.131279140864192,0.0433221771243861,"sulc.APARC.parsopc","KSADS.MDD.p",0.973066709457605,FALSE
"52","sulc.APARC.parsobis~KSADS.MDD.p",-0.00908090407083216,0.0424143201744143,-0.214099955710478,0.830576594115825,-0.0924600001821196,0.0742981920404553,"sulc.APARC.parsobis","KSADS.MDD.p",0.973066709457605,FALSE
"53","sulc.APARC.parstgris~KSADS.MDD.p",-0.0638681349026289,0.0446144643601439,-1.43155668948668,0.153040061889241,-0.151572327650295,0.023836057845037,"sulc.APARC.parstgris","KSADS.MDD.p",0.973066709457605,FALSE
"54","sulc.APARC.pericc~KSADS.MDD.p",0.00909482374802287,0.048436587419798,0.187767640795963,0.851152609180503,-0.0861229909233137,0.104312638419359,"sulc.APARC.pericc","KSADS.MDD.p",0.973066709457605,FALSE
"55","sulc.APARC.postcn~KSADS.MDD.p",0.0289074324874396,0.0450641528184939,0.641472893185652,0.521577450740551,-0.0596807687044195,0.117495633679299,"sulc.APARC.postcn","KSADS.MDD.p",0.973066709457605,FALSE
"56","sulc.APARC.ptcate~KSADS.MDD.p",0.034997392442381,0.0409318350629829,0.855016453294352,0.39304629973137,-0.0454673985926657,0.115462183477428,"sulc.APARC.ptcate","KSADS.MDD.p",0.973066709457605,FALSE
"57","sulc.APARC.precn~KSADS.MDD.p",-0.006572654577019,0.044185079984316,-0.148752804778265,0.881822548070589,-0.0934327531368347,0.0802874439827967,"sulc.APARC.precn","KSADS.MDD.p",0.973066709457605,FALSE
"58","sulc.APARC.pc~KSADS.MDD.p",0.0366979474775255,0.0497855929645314,0.737119823071507,0.461475238677968,-0.061171774910508,0.134567669865559,"sulc.APARC.pc","KSADS.MDD.p",0.973066709457605,FALSE
"59","sulc.APARC.rracate~KSADS.MDD.p",0.046118031282665,0.0379378400333872,1.21562090098115,0.224835739866742,-0.0284610919330501,0.12069715449838,"sulc.APARC.rracate","KSADS.MDD.p",0.973066709457605,FALSE
"60","sulc.APARC.rrmdfr~KSADS.MDD.p",0.0115665203939398,0.0428583212880794,0.269878055096781,0.787391189184785,-0.0726854038418481,0.0958184446297278,"sulc.APARC.rrmdfr","KSADS.MDD.p",0.973066709457605,FALSE
"61","sulc.APARC.sufr~KSADS.MDD.p",-0.083366499696946,0.0428071726190137,-1.94748904439246,0.0521651184138138,-0.167517874642389,0.000784875248497074,"sulc.APARC.sufr","KSADS.MDD.p",0.973066709457605,FALSE
"62","sulc.APARC.supl~KSADS.MDD.p",-0.0253939175626382,0.0458061481329009,-0.554377929551309,0.579625462987241,-0.115440751083854,0.0646529159585772,"sulc.APARC.supl","KSADS.MDD.p",0.973066709457605,FALSE
"63","sulc.APARC.sutm~KSADS.MDD.p",-0.0605151622248396,0.0424285608451953,-1.42628364053249,0.154554957778784,-0.143922252991066,0.0228919285413864,"sulc.APARC.sutm","KSADS.MDD.p",0.973066709457605,FALSE
"64","sulc.APARC.sm~KSADS.MDD.p",-0.0654225714709164,0.0446689293179134,-1.46461024407586,0.143801172535854,-0.153233832749444,0.0223886898076108,"sulc.APARC.sm","KSADS.MDD.p",0.973066709457605,FALSE
"65","sulc.APARC.frpole~KSADS.MDD.p",0.0307177245423797,0.0452374686203388,0.679032790277947,0.497503985427168,-0.0582111850432532,0.119646634128013,"sulc.APARC.frpole","KSADS.MDD.p",0.973066709457605,FALSE
"66","sulc.APARC.tmpole~KSADS.MDD.p",-0.00153585753122035,0.0412285620554391,-0.0372522701411491,0.970302171334071,-0.0825839616624355,0.0795122465999948,"sulc.APARC.tmpole","KSADS.MDD.p",0.987041140111296,FALSE
"67","sulc.APARC.trvtm~KSADS.MDD.p",-0.0143582052787511,0.0411149464222043,-0.349221062610868,0.727104405390765,-0.0951829610511037,0.0664665504936015,"sulc.APARC.trvtm","KSADS.MDD.p",0.973066709457605,FALSE
"68","sulc.APARC.insula~KSADS.MDD.p",0.0188392764171562,0.0415962600535776,0.452907939148627,0.650856966619566,-0.0629316573291665,0.100610210163479,"sulc.APARC.insula","KSADS.MDD.p",0.973066709457605,FALSE
"69","sa.APARC.bankssts~KSADS.MDD.p",-0.04031199829569,0.039732015672541,-1.01459736218593,0.310902043396357,-0.118418155363235,0.0377941587718556,"sa.APARC.bankssts","KSADS.MDD.p",0.753223007620015,FALSE
"70","sa.APARC.cdacate~KSADS.MDD.p",0.0148032869285075,0.0354519986975593,0.417558599581204,0.67649059847525,-0.0548891092854522,0.0844956831424673,"sa.APARC.cdacate","KSADS.MDD.p",0.897932748992783,FALSE
"71","sa.APARC.cdmdfr~KSADS.MDD.p",-0.047797376224216,0.0398843203091832,-1.19840016963285,0.231460328022595,-0.126202937428963,0.0306081849805304,"sa.APARC.cdmdfr","KSADS.MDD.p",0.753223007620015,FALSE
"72","sa.APARC.cuneus~KSADS.MDD.p",0.0682119356900361,0.0405503619415325,1.68215355977309,0.0933079615325401,-0.0115029462594355,0.147926817639508,"sa.APARC.cuneus","KSADS.MDD.p",0.52932204922516,FALSE
"73","sa.APARC.ehinal~KSADS.MDD.p",0.0106347284828165,0.0439929848911198,0.241736915763659,0.809106071596784,-0.0758477448982328,0.0971172018638659,"sa.APARC.ehinal","KSADS.MDD.p",0.950374890225734,FALSE
"74","sa.APARC.fusiform~KSADS.MDD.p",0.00869023619340807,0.0389319567168232,0.223216013944988,0.823479652355754,-0.0678431456348039,0.0852236180216201,"sa.APARC.fusiform","KSADS.MDD.p",0.950374890225734,FALSE
"75","sa.APARC.ifpl~KSADS.MDD.p",-0.0674560098559807,0.0394682172602048,-1.70912228974668,0.08819247981933,-0.14504358562632,0.0101315659143583,"sa.APARC.ifpl","KSADS.MDD.p",0.52932204922516,FALSE
"76","sa.APARC.iftm~KSADS.MDD.p",-0.0375085848294619,0.03854378639862,-0.973142193181229,0.331062058650705,-0.113278892060794,0.0382617224018704,"sa.APARC.iftm","KSADS.MDD.p",0.753223007620015,FALSE
"77","sa.APARC.ihcate~KSADS.MDD.p",-0.0455403710486977,0.0381726007446235,-1.19301200757488,0.233561382405621,-0.120580992546711,0.0295002504493154,"sa.APARC.ihcate","KSADS.MDD.p",0.753223007620015,FALSE
"78","sa.APARC.locc~KSADS.MDD.p",0.0185836319158613,0.0365641180032515,0.508247783091848,0.611555616596444,-0.0532949953185467,0.0904622591502693,"sa.APARC.locc","KSADS.MDD.p",0.897932748992783,FALSE
"79","sa.APARC.lobfr~KSADS.MDD.p",0.0139359727836053,0.0374496271445079,0.372125808618341,0.709993336412898,-0.059683409730921,0.0875553552981317,"sa.APARC.lobfr","KSADS.MDD.p",0.897932748992783,FALSE
"80","sa.APARC.lingual~KSADS.MDD.p",0.0173320562986143,0.0444712421794403,0.389736275606602,0.696935932425486,-0.0700905868233344,0.104754699420563,"sa.APARC.lingual","KSADS.MDD.p",0.897932748992783,FALSE
"81","sa.APARC.mobfr~KSADS.MDD.p",0.00276932744139109,0.0371164457215021,0.0746118704945603,0.940560276803191,-0.0701950789759809,0.0757337338587631,"sa.APARC.mobfr","KSADS.MDD.p",0.962954569108029,FALSE
"82","sa.APARC.mdtm~KSADS.MDD.p",-0.0367454581274147,0.037897253000812,-0.969607431088141,0.332819468483262,-0.111244794373162,0.0377538781183327,"sa.APARC.mdtm","KSADS.MDD.p",0.753223007620015,FALSE
"83","sa.APARC.parahpal~KSADS.MDD.p",-0.00527523599872632,0.0397642254756371,-0.132662863054088,0.894525738011339,-0.0834447118759814,0.0728942398785287,"sa.APARC.parahpal","KSADS.MDD.p",0.950374890225734,FALSE
"84","sa.APARC.paracn~KSADS.MDD.p",-0.0475542164101624,0.0417357309709605,-1.13941256817211,0.25520290838904,-0.129599325458067,0.0344908926377419,"sa.APARC.paracn","KSADS.MDD.p",0.753223007620015,FALSE
"85","sa.APARC.parsopc~KSADS.MDD.p",0.0522086995758782,0.0392573541781696,1.32990876916791,0.184294969379216,-0.0249643564494539,0.12938175560121,"sa.APARC.parsopc","KSADS.MDD.p",0.753223007620015,FALSE
"86","sa.APARC.parsobis~KSADS.MDD.p",-0.00462592241422319,0.0392217867443479,-0.117942674166669,0.906171406959421,-0.0817290591181834,0.072477214289737,"sa.APARC.parsobis","KSADS.MDD.p",0.950374890225734,FALSE
"87","sa.APARC.parstgris~KSADS.MDD.p",0.0165278933521755,0.0437409522050378,0.377858563176681,0.705733131313449,-0.0694591280808148,0.102514914785166,"sa.APARC.parstgris","KSADS.MDD.p",0.897932748992783,FALSE
"88","sa.APARC.pericc~KSADS.MDD.p",0.0285706590348072,0.0485460114319139,0.588527423614971,0.556505590509377,-0.0668622640052495,0.124003582074864,"sa.APARC.pericc","KSADS.MDD.p",0.897932748992783,FALSE
"89","sa.APARC.postcn~KSADS.MDD.p",-0.0240333867072736,0.0372040789275875,-0.645987950784946,0.518652108440276,-0.0971700646000031,0.0491032911854559,"sa.APARC.postcn","KSADS.MDD.p",0.897932748992783,FALSE
"90","sa.APARC.ptcate~KSADS.MDD.p",0.0215678692847109,0.0368568263909727,0.585179772558864,0.558751929932125,-0.050886171175514,0.0940219097449358,"sa.APARC.ptcate","KSADS.MDD.p",0.897932748992783,FALSE
"91","sa.APARC.precn~KSADS.MDD.p",0.00507875668151148,0.0383629145547433,0.132387143689622,0.894743667934411,-0.0703359883059276,0.0804935016689505,"sa.APARC.precn","KSADS.MDD.p",0.950374890225734,FALSE
"92","sa.APARC.pc~KSADS.MDD.p",-0.0641201901993812,0.0387180827752779,-1.65607864861333,0.0984785207860763,-0.140233133462164,0.0119927530634011,"sa.APARC.pc","KSADS.MDD.p",0.52932204922516,FALSE
"93","sa.APARC.rracate~KSADS.MDD.p",-0.0434154062595575,0.0363284285897473,-1.19508076580583,0.232753093625868,-0.114830709546295,0.0279998970271797,"sa.APARC.rracate","KSADS.MDD.p",0.753223007620015,FALSE
"94","sa.APARC.rrmdfr~KSADS.MDD.p",-0.0326129958206794,0.0379931382878846,-0.858391733095636,0.391182665862731,-0.107300825682112,0.0420748340407527,"sa.APARC.rrmdfr","KSADS.MDD.p",0.800993077718924,FALSE
"95","sa.APARC.sufr~KSADS.MDD.p",-0.0714669667996321,0.033706868726519,-2.12024935865387,0.0345909455595666,-0.137728744321987,-0.00520518927727701,"sa.APARC.sufr","KSADS.MDD.p",0.52932204922516,TRUE
"96","sa.APARC.supl~KSADS.MDD.p",0.0211361310677849,0.0388329477168136,0.544283458003719,0.586545217348844,-0.0552026164743242,0.0974748786098941,"sa.APARC.supl","KSADS.MDD.p",0.897932748992783,FALSE
"97","sa.APARC.sutm~KSADS.MDD.p",-0.0415396882966829,0.0357618104324151,-1.16156558614915,0.246094392134827,-0.111841119909789,0.0287617433164233,"sa.APARC.sutm","KSADS.MDD.p",0.753223007620015,FALSE
"98","sa.APARC.sm~KSADS.MDD.p",-0.0135473335176925,0.0351899058519693,-0.384977827865782,0.700455436029253,-0.0827245012787934,0.0556298342434084,"sa.APARC.sm","KSADS.MDD.p",0.897932748992783,FALSE
"99","sa.APARC.frpole~KSADS.MDD.p",0.0349833741176138,0.0404648757462837,0.864536798208919,0.387803573671657,-0.0445634570023141,0.114530205237542,"sa.APARC.frpole","KSADS.MDD.p",0.800993077718924,FALSE
"100","sa.APARC.tmpole~KSADS.MDD.p",-0.0238739849933925,0.0406158789380071,-0.587799294700278,0.556993802985997,-0.103717661838633,0.0559696918518482,"sa.APARC.tmpole","KSADS.MDD.p",0.897932748992783,FALSE
"101","sa.APARC.trvtm~KSADS.MDD.p",-0.0887225967919051,0.0428603078654534,-2.07004105221134,0.0390803112597272,-0.172978426289527,-0.00446676729428308,"sa.APARC.trvtm","KSADS.MDD.p",0.52932204922516,TRUE
"102","sa.APARC.insula~KSADS.MDD.p",-0.0883688820701801,0.0394122549409626,-2.24216762533765,0.0254897658146986,-0.165846445760271,-0.0108913183800894,"sa.APARC.insula","KSADS.MDD.p",0.52932204922516,TRUE
"103","vol.APARC.bankssts~KSADS.MDD.p",-0.0266180685129475,0.0405144804724088,-0.657001353653664,0.511552293422069,-0.106262413802857,0.0530262767769625,"vol.APARC.bankssts","KSADS.MDD.p",0.912816200751514,FALSE
"104","vol.APARC.cdacate~KSADS.MDD.p",0.0279957578395181,0.0364613146071871,0.767820857287457,0.443039946012277,-0.0436807759932801,0.0996722916723162,"vol.APARC.cdacate","KSADS.MDD.p",0.912816200751514,FALSE
"105","vol.APARC.cdmdfr~KSADS.MDD.p",-0.0307405023679677,0.0408214250759764,-0.753048241475006,0.45185735427393,-0.110988246781015,0.0495072420450795,"vol.APARC.cdmdfr","KSADS.MDD.p",0.912816200751514,FALSE
"106","vol.APARC.cuneus~KSADS.MDD.p",0.0832247000035736,0.0403319590032925,2.06349262620195,0.0397009443330122,0.00393915983073816,0.162510240176409,"vol.APARC.cuneus","KSADS.MDD.p",0.428770198796532,TRUE
"107","vol.APARC.ehinal~KSADS.MDD.p",-0.0194710686392513,0.0401832557447509,-0.484556770684135,0.628252088096301,-0.0984642843510317,0.0595221470725292,"vol.APARC.ehinal","KSADS.MDD.p",0.939959947296454,FALSE
"108","vol.APARC.fusiform~KSADS.MDD.p",0.0224003229975072,0.0394650318824133,0.567599262664966,0.570620831988993,-0.0551809908801519,0.0999816368751662,"vol.APARC.fusiform","KSADS.MDD.p",0.935631602431775,FALSE
"109","vol.APARC.ifpl~KSADS.MDD.p",-0.0443094667814617,0.0401522778755361,-1.10353556823879,0.270448294037689,-0.123241785448943,0.0346228518860195,"vol.APARC.ifpl","KSADS.MDD.p",0.730210393901759,FALSE
"110","vol.APARC.iftm~KSADS.MDD.p",-0.0293236266562871,0.03897322525232,-0.752404412681794,0.452243891222022,-0.105938135169388,0.0472908818568136,"vol.APARC.iftm","KSADS.MDD.p",0.912816200751514,FALSE
"111","vol.APARC.ihcate~KSADS.MDD.p",-0.0274355357344816,0.0396977828932634,-0.691110025168115,0.489891357798636,-0.105474397176828,0.0506033257078646,"vol.APARC.ihcate","KSADS.MDD.p",0.912816200751514,FALSE
"112","vol.APARC.locc~KSADS.MDD.p",0.0684760479842845,0.0383007609348227,1.78785084977324,0.0745457480878942,-0.00681651391433655,0.143768609882906,"vol.APARC.locc","KSADS.MDD.p",0.471624575627381,FALSE
"113","vol.APARC.lobfr~KSADS.MDD.p",0.0295612384509719,0.0355025118046776,0.832652027935586,0.405530527719327,-0.0402304576502896,0.0993529345522333,"vol.APARC.lobfr","KSADS.MDD.p",0.912816200751514,FALSE
"114","vol.APARC.lingual~KSADS.MDD.p",0.00488891442304976,0.0438265983628766,0.111551309151817,0.911234307352985,-0.0812664722978111,0.0910443011439106,"vol.APARC.lingual","KSADS.MDD.p",0.992675276941763,FALSE
"115","vol.APARC.mobfr~KSADS.MDD.p",0.0122141429693137,0.0372874854259235,0.327566818459204,0.74340805316581,-0.0610864974344845,0.0855147833731119,"vol.APARC.mobfr","KSADS.MDD.p",0.969780804465546,FALSE
"116","vol.APARC.mdtm~KSADS.MDD.p",-0.00645813374102052,0.0384411222620983,-0.16800065557368,0.866666417432475,-0.0820266213305191,0.069110353848478,"vol.APARC.mdtm","KSADS.MDD.p",0.992675276941763,FALSE
"117","vol.APARC.parahpal~KSADS.MDD.p",-0.0168582446564882,0.0395659437748644,-0.426079679848254,0.670275582861153,-0.0946379335722206,0.0609214442592441,"vol.APARC.parahpal","KSADS.MDD.p",0.939959947296454,FALSE
"118","vol.APARC.paracn~KSADS.MDD.p",-0.0527348477140432,0.0422986784536838,-1.24672565767715,0.213216889370506,-0.135886612534681,0.0304169171065948,"vol.APARC.paracn","KSADS.MDD.p",0.657529218970941,FALSE
"119","vol.APARC.parsopc~KSADS.MDD.p",0.060617128533618,0.03955568244186,1.5324505808417,0.126190100636667,-0.017142388405591,0.138376645472827,"vol.APARC.parsopc","KSADS.MDD.p",0.550894311072658,FALSE
"120","vol.APARC.parsobis~KSADS.MDD.p",0.00111140462115693,0.0401631126209022,0.0276722731041148,0.977937134705039,-0.0778422132507322,0.0800650224930461,"vol.APARC.parsobis","KSADS.MDD.p",0.992675276941763,FALSE
