"","mod_name","beta","std","t.value","p.value","CI.Lower_95CI","CI.Upper_95CI","dependent","factor","p.corrected","Sig"
"35","sulc.APARC.bankssts~KSADS.Depressive_symptoms_ever.p", 0.0057272884,0.03840533, 0.149127418,0.8815218860,-6.975484e-02, 8.120942e-02,"sulc.APARC.bankssts","KSADS.Depressive_symptoms_ever.p",0.936617004,FALSE
"36","sulc.APARC.cdacate~KSADS.Depressive_symptoms_ever.p",-0.0156039945,0.03495897,-0.446351693,0.6555643111,-8.431261e-02, 5.310462e-02,"sulc.APARC.cdacate","KSADS.Depressive_symptoms_ever.p",0.936617004,FALSE
"37","sulc.APARC.cdmdfr~KSADS.Depressive_symptoms_ever.p", 0.0324661715,0.03678439, 0.882607305,0.3779337217,-3.983014e-02, 1.047625e-01,"sulc.APARC.cdmdfr","KSADS.Depressive_symptoms_ever.p",0.803109159,FALSE
"38","sulc.APARC.cuneus~KSADS.Depressive_symptoms_ever.p",-0.0089009972,0.03996928,-0.222695988,0.8238761718,-8.745690e-02, 6.965491e-02,"sulc.APARC.cuneus","KSADS.Depressive_symptoms_ever.p",0.936617004,FALSE
"39","sulc.APARC.ehinal~KSADS.Depressive_symptoms_ever.p", 0.0082292296,0.04075322, 0.201928312,0.8400667344,-7.186745e-02, 8.832591e-02,"sulc.APARC.ehinal","KSADS.Depressive_symptoms_ever.p",0.936617004,FALSE
"40","sulc.APARC.fusiform~KSADS.Depressive_symptoms_ever.p",-0.0202232624,0.03813290,-0.530336317,0.5961481436,-9.516995e-02, 5.472342e-02,"sulc.APARC.fusiform","KSADS.Depressive_symptoms_ever.p",0.921319858,FALSE
"41","sulc.APARC.ifpl~KSADS.Depressive_symptoms_ever.p", 0.0312395207,0.03870974, 0.807019703,0.4200941361,-4.484088e-02, 1.073199e-01,"sulc.APARC.ifpl","KSADS.Depressive_symptoms_ever.p",0.840188272,FALSE
"42","sulc.APARC.iftm~KSADS.Depressive_symptoms_ever.p", 0.1044078782,0.04061103, 2.570924127,0.0104726808, 2.459066e-02, 1.842251e-01,"sulc.APARC.iftm","KSADS.Depressive_symptoms_ever.p",0.356071146,TRUE
"43","sulc.APARC.ihcate~KSADS.Depressive_symptoms_ever.p",-0.0345664373,0.03846580,-0.898627865,0.3693457703,-1.101674e-01, 4.103452e-02,"sulc.APARC.ihcate","KSADS.Depressive_symptoms_ever.p",0.803109159,FALSE
"44","sulc.APARC.locc~KSADS.Depressive_symptoms_ever.p",-0.0024383344,0.04022482,-0.060617653,0.9516914265,-8.149650e-02, 7.661983e-02,"sulc.APARC.locc","KSADS.Depressive_symptoms_ever.p",0.951691427,FALSE
"45","sulc.APARC.lobfr~KSADS.Depressive_symptoms_ever.p",-0.0096661545,0.04311846,-0.224176733,0.8227245585,-9.441148e-02, 7.507917e-02,"sulc.APARC.lobfr","KSADS.Depressive_symptoms_ever.p",0.936617004,FALSE
"46","sulc.APARC.lingual~KSADS.Depressive_symptoms_ever.p", 0.0260236593,0.04263811, 0.610337977,0.5419552106,-5.777760e-02, 1.098249e-01,"sulc.APARC.lingual","KSADS.Depressive_symptoms_ever.p",0.921319858,FALSE
"47","sulc.APARC.mobfr~KSADS.Depressive_symptoms_ever.p", 0.0091289980,0.03619051, 0.252248392,0.8009676713,-6.200010e-02, 8.025809e-02,"sulc.APARC.mobfr","KSADS.Depressive_symptoms_ever.p",0.936617004,FALSE
"48","sulc.APARC.mdtm~KSADS.Depressive_symptoms_ever.p",-0.0796720165,0.03970577,-2.006560314,0.0454120811,-1.577100e-01,-1.634011e-03,"sulc.APARC.mdtm","KSADS.Depressive_symptoms_ever.p",0.440334658,TRUE
"49","sulc.APARC.parahpal~KSADS.Depressive_symptoms_ever.p", 0.0796869329,0.04451033, 1.790302172,0.0740974790,-7.793988e-03, 1.671679e-01,"sulc.APARC.parahpal","KSADS.Depressive_symptoms_ever.p",0.503862857,FALSE
"50","sulc.APARC.paracn~KSADS.Depressive_symptoms_ever.p", 0.0860166209,0.03855605, 2.230950033,0.0261911602, 1.023828e-02, 1.617950e-01,"sulc.APARC.paracn","KSADS.Depressive_symptoms_ever.p",0.440334658,TRUE
"51","sulc.APARC.parsopc~KSADS.Depressive_symptoms_ever.p", 0.0038248874,0.03714952, 0.102959255,0.9180425387,-6.918906e-02, 7.683884e-02,"sulc.APARC.parsopc","KSADS.Depressive_symptoms_ever.p",0.945862010,FALSE
"52","sulc.APARC.parsobis~KSADS.Depressive_symptoms_ever.p",-0.0418634631,0.03928052,-1.065756203,0.2871223315,-1.190657e-01, 3.533877e-02,"sulc.APARC.parsobis","KSADS.Depressive_symptoms_ever.p",0.803109159,FALSE
"53","sulc.APARC.parstgris~KSADS.Depressive_symptoms_ever.p",-0.0059399395,0.03954090,-0.150222666,0.8806582544,-8.365392e-02, 7.177404e-02,"sulc.APARC.parstgris","KSADS.Depressive_symptoms_ever.p",0.936617004,FALSE
"54","sulc.APARC.pericc~KSADS.Depressive_symptoms_ever.p",-0.0262650471,0.04308476,-0.609613414,0.5424347494,-1.109441e-01, 5.841405e-02,"sulc.APARC.pericc","KSADS.Depressive_symptoms_ever.p",0.921319858,FALSE
"55","sulc.APARC.postcn~KSADS.Depressive_symptoms_ever.p", 0.0656832132,0.04121942, 1.593501506,0.1117707232,-1.532974e-02, 1.466962e-01,"sulc.APARC.postcn","KSADS.Depressive_symptoms_ever.p",0.579895876,FALSE
"56","sulc.APARC.ptcate~KSADS.Depressive_symptoms_ever.p",-0.0118436840,0.03598602,-0.329118989,0.7422234258,-8.257088e-02, 5.888351e-02,"sulc.APARC.ptcate","KSADS.Depressive_symptoms_ever.p",0.936617004,FALSE
"57","sulc.APARC.precn~KSADS.Depressive_symptoms_ever.p",-0.0784209615,0.04021396,-1.950093000,0.0518040775,-1.574578e-01, 6.158500e-04,"sulc.APARC.precn","KSADS.Depressive_symptoms_ever.p",0.440334658,FALSE
"58","sulc.APARC.pc~KSADS.Depressive_symptoms_ever.p", 0.0157792880,0.04272719, 0.369303203,0.7120806144,-6.819704e-02, 9.975562e-02,"sulc.APARC.pc","KSADS.Depressive_symptoms_ever.p",0.936617004,FALSE
"59","sulc.APARC.rracate~KSADS.Depressive_symptoms_ever.p",-0.0306751483,0.03393713,-0.903881643,0.3665561588,-9.737543e-02, 3.602513e-02,"sulc.APARC.rracate","KSADS.Depressive_symptoms_ever.p",0.803109159,FALSE
"60","sulc.APARC.rrmdfr~KSADS.Depressive_symptoms_ever.p", 0.0203541135,0.03618969, 0.562428579,0.5741124399,-5.077336e-02, 9.148159e-02,"sulc.APARC.rrmdfr","KSADS.Depressive_symptoms_ever.p",0.921319858,FALSE
"61","sulc.APARC.sufr~KSADS.Depressive_symptoms_ever.p",-0.0588393461,0.03800191,-1.548326178,0.1222676486,-1.335286e-01, 1.584988e-02,"sulc.APARC.sufr","KSADS.Depressive_symptoms_ever.p",0.579895876,FALSE
"62","sulc.APARC.supl~KSADS.Depressive_symptoms_ever.p",-0.0272763301,0.04110954,-0.663503650,0.5073579059,-1.080733e-01, 5.352066e-02,"sulc.APARC.supl","KSADS.Depressive_symptoms_ever.p",0.921319858,FALSE
"63","sulc.APARC.sutm~KSADS.Depressive_symptoms_ever.p", 0.0410521242,0.03964853, 1.035400814,0.3010543777,-3.687339e-02, 1.189776e-01,"sulc.APARC.sutm","KSADS.Depressive_symptoms_ever.p",0.803109159,FALSE
"64","sulc.APARC.sm~KSADS.Depressive_symptoms_ever.p",-0.0459086294,0.03806309,-1.206119480,0.2284240062,-1.207181e-01, 2.890084e-02,"sulc.APARC.sm","KSADS.Depressive_symptoms_ever.p",0.803109159,FALSE
"65","sulc.APARC.frpole~KSADS.Depressive_symptoms_ever.p",-0.0575015276,0.03854240,-1.491903040,0.1364460884,-1.332530e-01, 1.824999e-02,"sulc.APARC.frpole","KSADS.Depressive_symptoms_ever.p",0.579895876,FALSE
"66","sulc.APARC.tmpole~KSADS.Depressive_symptoms_ever.p",-0.0356054525,0.03619027,-0.983840473,0.3257383381,-1.067341e-01, 3.552317e-02,"sulc.APARC.tmpole","KSADS.Depressive_symptoms_ever.p",0.803109159,FALSE
"67","sulc.APARC.trvtm~KSADS.Depressive_symptoms_ever.p", 0.0394194841,0.03625743, 1.087211255,0.2775427493,-3.184113e-02, 1.106801e-01,"sulc.APARC.trvtm","KSADS.Depressive_symptoms_ever.p",0.803109159,FALSE
"68","sulc.APARC.insula~KSADS.Depressive_symptoms_ever.p", 0.0063315718,0.03890209, 0.162756586,0.8707853254,-7.012689e-02, 8.279003e-02,"sulc.APARC.insula","KSADS.Depressive_symptoms_ever.p",0.936617004,FALSE
"69","sa.APARC.bankssts~KSADS.Depressive_symptoms_ever.p",-0.0115567642,0.03350637,-0.344912438,0.7303261406,-7.741043e-02, 5.429690e-02,"sa.APARC.bankssts","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"70","sa.APARC.cdacate~KSADS.Depressive_symptoms_ever.p", 0.0050158075,0.03195036, 0.156987513,0.8753271931,-5.777966e-02, 6.781128e-02,"sa.APARC.cdacate","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"71","sa.APARC.cdmdfr~KSADS.Depressive_symptoms_ever.p",-0.0681568384,0.03267191,-2.086098705,0.0375490331,-1.323705e-01,-3.943218e-03,"sa.APARC.cdmdfr","KSADS.Depressive_symptoms_ever.p",0.992068422,TRUE
"72","sa.APARC.cuneus~KSADS.Depressive_symptoms_ever.p", 0.0126222296,0.03678904, 0.343097598,0.7316900252,-5.968321e-02, 8.492767e-02,"sa.APARC.cuneus","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"73","sa.APARC.ehinal~KSADS.Depressive_symptoms_ever.p",-0.0328999387,0.03687717,-0.892149275,0.3728039055,-1.053786e-01, 3.957872e-02,"sa.APARC.ehinal","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"74","sa.APARC.fusiform~KSADS.Depressive_symptoms_ever.p", 0.0382238086,0.03383299, 1.129779236,0.2591889992,-2.827180e-02, 1.047194e-01,"sa.APARC.fusiform","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"75","sa.APARC.ifpl~KSADS.Depressive_symptoms_ever.p", 0.0244958752,0.03201645, 0.765102787,0.4446233274,-3.842949e-02, 8.742124e-02,"sa.APARC.ifpl","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"76","sa.APARC.iftm~KSADS.Depressive_symptoms_ever.p", 0.0009634680,0.03134524, 0.030737297,0.9754930793,-6.064270e-02, 6.256963e-02,"sa.APARC.iftm","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"77","sa.APARC.ihcate~KSADS.Depressive_symptoms_ever.p", 0.0003407896,0.03426188, 0.009946612,0.9920684221,-6.699775e-02, 6.767933e-02,"sa.APARC.ihcate","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"78","sa.APARC.locc~KSADS.Depressive_symptoms_ever.p", 0.0146720964,0.03347310, 0.438324986,0.6613673127,-5.111618e-02, 8.046037e-02,"sa.APARC.locc","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"79","sa.APARC.lobfr~KSADS.Depressive_symptoms_ever.p",-0.0221329134,0.03093613,-0.715438989,0.4747198968,-8.293501e-02, 3.866918e-02,"sa.APARC.lobfr","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"80","sa.APARC.lingual~KSADS.Depressive_symptoms_ever.p", 0.0029498749,0.03904892, 0.075543059,0.9398172090,-7.379716e-02, 7.969691e-02,"sa.APARC.lingual","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"81","sa.APARC.mobfr~KSADS.Depressive_symptoms_ever.p",-0.0124239060,0.03020549,-0.411312800,0.6810448225,-7.179000e-02, 4.694219e-02,"sa.APARC.mobfr","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"82","sa.APARC.mdtm~KSADS.Depressive_symptoms_ever.p", 0.0261367089,0.03133832, 0.834017428,0.4047268144,-3.545586e-02, 8.772928e-02,"sa.APARC.mdtm","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"83","sa.APARC.parahpal~KSADS.Depressive_symptoms_ever.p",-0.0069688882,0.03495632,-0.199359894,0.8420739575,-7.567230e-02, 6.173452e-02,"sa.APARC.parahpal","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"84","sa.APARC.paracn~KSADS.Depressive_symptoms_ever.p", 0.0106381842,0.03407001, 0.312244829,0.7550033989,-5.632326e-02, 7.759963e-02,"sa.APARC.paracn","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"85","sa.APARC.parsopc~KSADS.Depressive_symptoms_ever.p",-0.0204685216,0.03497573,-0.585220756,0.5587013486,-8.921007e-02, 4.827303e-02,"sa.APARC.parsopc","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"86","sa.APARC.parsobis~KSADS.Depressive_symptoms_ever.p",-0.0176960226,0.03362232,-0.526317700,0.5989344991,-8.377758e-02, 4.838553e-02,"sa.APARC.parsobis","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"87","sa.APARC.parstgris~KSADS.Depressive_symptoms_ever.p", 0.0168090907,0.03648912, 0.460660347,0.6452714622,-5.490689e-02, 8.852507e-02,"sa.APARC.parstgris","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"88","sa.APARC.pericc~KSADS.Depressive_symptoms_ever.p", 0.0226613404,0.04099524, 0.552779851,0.5806968082,-5.791100e-02, 1.032337e-01,"sa.APARC.pericc","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"89","sa.APARC.postcn~KSADS.Depressive_symptoms_ever.p",-0.0178682948,0.02977365,-0.600137825,0.5487254588,-7.638565e-02, 4.064906e-02,"sa.APARC.postcn","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"90","sa.APARC.ptcate~KSADS.Depressive_symptoms_ever.p",-0.0090100525,0.03270434,-0.275500213,0.7830621830,-7.328740e-02, 5.526730e-02,"sa.APARC.ptcate","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"91","sa.APARC.precn~KSADS.Depressive_symptoms_ever.p",-0.0153648111,0.03161522,-0.485994086,0.6272149573,-7.750160e-02, 4.677198e-02,"sa.APARC.precn","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"92","sa.APARC.pc~KSADS.Depressive_symptoms_ever.p",-0.0046216890,0.03360033,-0.137548900,0.8906602953,-7.066003e-02, 6.141665e-02,"sa.APARC.pc","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"93","sa.APARC.rracate~KSADS.Depressive_symptoms_ever.p", 0.0037491034,0.03195946, 0.117308083,0.9066698153,-5.906426e-02, 6.656247e-02,"sa.APARC.rracate","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"94","sa.APARC.rrmdfr~KSADS.Depressive_symptoms_ever.p",-0.0246221246,0.03094106,-0.795775176,0.4265947641,-8.543390e-02, 3.618965e-02,"sa.APARC.rrmdfr","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"95","sa.APARC.sufr~KSADS.Depressive_symptoms_ever.p", 0.0096133725,0.02865723, 0.335460655,0.7374386032,-4.670975e-02, 6.593650e-02,"sa.APARC.sufr","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"96","sa.APARC.supl~KSADS.Depressive_symptoms_ever.p",-0.0066553867,0.03188024,-0.208762126,0.8347312103,-6.931304e-02, 5.600227e-02,"sa.APARC.supl","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"97","sa.APARC.sutm~KSADS.Depressive_symptoms_ever.p",-0.0042741929,0.02985562,-0.143162081,0.8862281633,-6.295265e-02, 5.440426e-02,"sa.APARC.sutm","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"98","sa.APARC.sm~KSADS.Depressive_symptoms_ever.p",-0.0129268497,0.03079769,-0.419734342,0.6748858092,-7.345686e-02, 4.760316e-02,"sa.APARC.sm","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"99","sa.APARC.frpole~KSADS.Depressive_symptoms_ever.p",-0.0149977290,0.03687264,-0.406744124,0.6843950620,-8.746748e-02, 5.747202e-02,"sa.APARC.frpole","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"100","sa.APARC.tmpole~KSADS.Depressive_symptoms_ever.p",-0.0270046164,0.03667615,-0.736299165,0.4619437081,-9.908818e-02, 4.507895e-02,"sa.APARC.tmpole","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"101","sa.APARC.trvtm~KSADS.Depressive_symptoms_ever.p", 0.0070950334,0.03728243, 0.190305008,0.8491584997,-6.618013e-02, 8.037020e-02,"sa.APARC.trvtm","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"102","sa.APARC.insula~KSADS.Depressive_symptoms_ever.p",-0.0147766346,0.03371382,-0.438296118,0.6613882199,-8.103802e-02, 5.148475e-02,"sa.APARC.insula","KSADS.Depressive_symptoms_ever.p",0.992068422,FALSE
"103","vol.APARC.bankssts~KSADS.Depressive_symptoms_ever.p", 0.0027195923,0.03395247, 0.080099979,0.9361944074,-6.401085e-02, 6.945003e-02,"vol.APARC.bankssts","KSADS.Depressive_symptoms_ever.p",0.960403342,FALSE
"104","vol.APARC.cdacate~KSADS.Depressive_symptoms_ever.p", 0.0219523253,0.03187794, 0.688636851,0.4914172422,-4.070081e-02, 8.460547e-02,"vol.APARC.cdacate","KSADS.Depressive_symptoms_ever.p",0.960403342,FALSE
"105","vol.APARC.cdmdfr~KSADS.Depressive_symptoms_ever.p",-0.0517043799,0.03412851,-1.514991017,0.1304976224,-1.187808e-01, 1.537204e-02,"vol.APARC.cdmdfr","KSADS.Depressive_symptoms_ever.p",0.712441971,FALSE
"106","vol.APARC.cuneus~KSADS.Depressive_symptoms_ever.p", 0.0167988126,0.03629994, 0.462778028,0.6437538350,-5.454535e-02, 8.814297e-02,"vol.APARC.cuneus","KSADS.Depressive_symptoms_ever.p",0.960403342,FALSE
"107","vol.APARC.ehinal~KSADS.Depressive_symptoms_ever.p",-0.0635681058,0.03496831,-1.817877740,0.0697673920,-1.322951e-01, 5.158860e-03,"vol.APARC.ehinal","KSADS.Depressive_symptoms_ever.p",0.712441971,FALSE
"108","vol.APARC.fusiform~KSADS.Depressive_symptoms_ever.p", 0.0555538238,0.03446143, 1.612058078,0.1076712376,-1.217692e-02, 1.232846e-01,"vol.APARC.fusiform","KSADS.Depressive_symptoms_ever.p",0.712441971,FALSE
"109","vol.APARC.ifpl~KSADS.Depressive_symptoms_ever.p", 0.0470429592,0.03403621, 1.382144398,0.1676334048,-1.985206e-02, 1.139380e-01,"vol.APARC.ifpl","KSADS.Depressive_symptoms_ever.p",0.712441971,FALSE
"110","vol.APARC.iftm~KSADS.Depressive_symptoms_ever.p",-0.0187373957,0.03219586,-0.581981513,0.5608792410,-8.201538e-02, 4.454058e-02,"vol.APARC.iftm","KSADS.Depressive_symptoms_ever.p",0.960403342,FALSE
"111","vol.APARC.ihcate~KSADS.Depressive_symptoms_ever.p", 0.0179247445,0.03502691, 0.511742114,0.6090899986,-5.091740e-02, 8.676689e-02,"vol.APARC.ihcate","KSADS.Depressive_symptoms_ever.p",0.960403342,FALSE
